GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_029369645.2	46397748	N/A	N/A	
GCA_029457675.1	41782798	N/A	N/A	
GCA_029715185.1	42084508	N/A	N/A	
GCA_029715205.1	42084668	N/A	N/A	
GCA_029715845.1	42085248	N/A	N/A	
GCA_029716685.1	42086108	N/A	N/A	
GCA_029716985.1	42086388	N/A	N/A	
GCA_029717265.1	42086628	N/A	N/A	
GCA_029717325.1	42086648	N/A	N/A	
GCA_029717345.1	42086668	N/A	N/A	
GCA_029717365.1	42086688	N/A	N/A	
GCA_029717385.1	42086708	N/A	N/A	
GCA_029717405.1	42086728	N/A	N/A	
GCA_029717505.1	42086828	N/A	N/A	
GCA_029717525.1	42086848	N/A	N/A	
GCA_029717605.1	42086908	N/A	N/A	
GCA_029717625.1	42086928	N/A	N/A	
GCA_029717645.1	42086948	N/A	N/A	
GCA_029717685.1	42086988	N/A	N/A	
GCA_029717705.1	42087008	N/A	N/A	
GCA_029717725.1	42087028	N/A	N/A	
GCA_029717745.1	42087048	N/A	N/A	
GCA_029717765.1	42087068	N/A	N/A	
GCA_029717785.1	42087088	N/A	N/A	
GCA_029717805.1	42087108	N/A	N/A	
GCA_029717825.1	42087128	N/A	N/A	
GCA_029717845.1	42087148	N/A	N/A	
GCA_029717965.1	42087268	N/A	N/A	
GCA_029718005.1	42087308	N/A	N/A	
GCA_029718065.1	42087368	N/A	N/A	
GCA_029718085.1	42087388	N/A	N/A	
GCA_029718115.1	42087408	N/A	N/A	
GCA_029718155.1	42087448	N/A	N/A	
GCA_029718185.1	42087468	N/A	N/A	
GCA_029718205.1	42087508	N/A	N/A	
GCA_029718235.1	42087528	N/A	N/A	
GCA_029718335.1	42087668	N/A	N/A	
GCA_029718365.1	42087688	N/A	N/A	
GCA_029718385.1	42087708	N/A	N/A	
GCA_029718405.1	42087728	N/A	N/A	
GCA_029718445.1	42087768	N/A	N/A	
GCA_029718485.1	42087828	N/A	N/A	
GCA_029718505.1	42087848	N/A	N/A	
GCA_029718525.1	42087868	N/A	N/A	
GCA_029718545.1	42087888	N/A	N/A	
GCA_029718565.1	42087908	N/A	N/A	
GCA_029718605.1	42087948	N/A	N/A	
GCA_029718705.1	42088028	N/A	N/A	
GCA_029718725.1	42088048	N/A	N/A	
GCA_029718745.1	42088068	N/A	N/A	
GCA_029718765.1	42088088	N/A	N/A	
GCA_029718785.1	42088108	N/A	N/A	
GCA_029718805.1	42088128	N/A	N/A	
GCA_029718825.1	42088148	N/A	N/A	
GCA_029718845.1	42088168	N/A	N/A	
GCA_029718865.1	42088188	N/A	N/A	
GCA_029718905.1	42088228	N/A	N/A	
GCA_029718925.1	42088248	N/A	N/A	
GCA_029718945.1	42088268	N/A	N/A	
GCA_029718985.1	42088308	N/A	N/A	
GCA_029719005.1	42088328	N/A	N/A	
GCA_029719025.1	42088348	N/A	N/A	
GCA_029719045.1	42088368	N/A	N/A	
GCA_029719065.1	42088388	N/A	N/A	
GCA_029719085.1	42088408	N/A	N/A	
GCA_029719105.1	42088428	N/A	N/A	
GCA_029719145.1	42088568	N/A	N/A	
GCA_029719165.1	42088588	N/A	N/A	
GCA_029719245.1	42088728	N/A	N/A	
GCA_029719285.1	42089308	N/A	N/A	
GCA_029719305.1	42089548	N/A	N/A	
GCA_029719325.1	42089808	N/A	N/A	
GCA_029719345.1	42089828	N/A	N/A	
GCA_029719385.1	42089868	N/A	N/A	
GCA_029719405.1	42089888	N/A	N/A	
GCA_029719505.1	42089988	N/A	N/A	
GCA_029719525.1	42090008	N/A	N/A	
GCA_029719545.1	42090028	N/A	N/A	
GCA_029719565.1	42090048	N/A	N/A	
GCA_029719605.1	42090088	N/A	N/A	
GCA_029719625.1	42090108	N/A	N/A	
GCA_029719645.1	42090128	N/A	N/A	
GCA_029719665.1	42090148	N/A	N/A	
GCA_029719685.1	42090168	N/A	N/A	
GCA_029719705.1	42090188	N/A	N/A	
GCA_029719725.1	42090208	N/A	N/A	
GCA_029719745.1	42090228	N/A	N/A	
GCA_029719785.1	42090268	N/A	N/A	
GCA_029719825.1	42090308	N/A	N/A	
GCA_029719905.1	42090388	N/A	N/A	
GCA_029719925.1	42090408	N/A	N/A	
GCA_029719945.1	42090428	N/A	N/A	
GCA_029719965.1	42090448	N/A	N/A	
GCA_029720025.1	42090508	N/A	N/A	
GCA_029720045.1	42090528	N/A	N/A	
GCA_029720065.1	42090548	N/A	N/A	
GCA_029720085.1	42090568	N/A	N/A	
GCA_029720895.1	42092068	N/A	N/A	
GCA_029720955.1	42092088	N/A	N/A	
GCA_029720975.1	42092108	N/A	N/A	
GCA_029721035.1	42092168	N/A	N/A	
GCA_029721055.1	42092188	N/A	N/A	
GCA_029721075.1	42092208	N/A	N/A	
GCA_029721095.1	42092228	N/A	N/A	
GCA_029721135.1	42092288	N/A	N/A	
GCA_029721175.1	42092308	N/A	N/A	
GCA_029721195.1	42092328	N/A	N/A	
GCA_029721215.1	42092348	N/A	N/A	
GCA_029721235.1	42092368	N/A	N/A	
GCA_029721255.1	42092388	N/A	N/A	
GCA_029721275.1	42092408	N/A	N/A	
GCA_029721295.1	42092428	N/A	N/A	
GCA_029721315.1	42092478	N/A	N/A	
GCA_029854415.1	42268118	N/A	N/A	
GCA_030012685.1	42666768	N/A	N/A	
GCA_030013285.1	42667728	N/A	N/A	
GCA_030013405.1	42667868	N/A	N/A	
GCA_030013515.1	42667988	N/A	N/A	
GCA_030013535.1	42668008	N/A	N/A	
GCA_030013555.1	42668028	N/A	N/A	
GCA_030013615.1	42668088	N/A	N/A	
GCA_030013655.1	42668128	N/A	N/A	
GCA_030013695.1	42668168	N/A	N/A	
GCA_030013805.1	42668268	N/A	N/A	
GCA_030019715.1	42700188	N/A	N/A	
GCA_030019735.1	42700248	N/A	N/A	
GCA_030019755.1	42700328	N/A	N/A	
GCA_030019775.1	42700408	N/A	N/A	
GCA_030019795.1	42700468	N/A	N/A	
GCA_030019815.1	42700548	N/A	N/A	
GCA_030019835.1	42700608	N/A	N/A	
GCA_030019855.1	42700688	N/A	N/A	
GCA_030019875.1	42700788	N/A	N/A	
GCA_030019895.1	42700868	N/A	N/A	
GCA_030019915.1	42700928	N/A	N/A	
GCA_030019935.1	42701008	N/A	N/A	
GCA_030019955.1	42701088	N/A	N/A	
GCA_030019975.1	42701168	N/A	N/A	
GCA_030019995.1	42701248	N/A	N/A	
GCA_030020015.1	42701308	N/A	N/A	
GCA_030020035.1	42701388	N/A	N/A	
GCA_030020055.1	42701468	N/A	N/A	
GCA_030020075.1	42701528	N/A	N/A	
GCA_030020095.1	42701608	N/A	N/A	
GCA_030020115.1	42701668	N/A	N/A	
GCA_030020135.1	42701718	N/A	N/A	
GCA_030036515.1	42781348	N/A	N/A	
GCA_030246825.1	43291108	N/A	N/A	
GCA_030296335.1	43584168	N/A	N/A	
GCA_030296375.1	43584208	N/A	N/A	
GCA_030296395.1	43584228	N/A	N/A	
GCA_030296415.1	43584248	N/A	N/A	
GCA_030296435.1	43584268	N/A	N/A	
GCA_030296455.1	43584288	N/A	N/A	
GCA_030296475.1	43584308	N/A	N/A	
GCA_030296495.1	43584328	N/A	N/A	
GCA_030296515.1	43584348	N/A	N/A	
GCA_030296535.1	43584368	N/A	N/A	
GCA_030316365.1	43639118	N/A	N/A	
GCA_030384685.1	44299308	N/A	N/A	
GCA_030863965.1	46506128	N/A	N/A	
GCA_030908645.1	46653828	N/A	N/A	
GCA_030995225.1	46755078	N/A	N/A	
GCA_030995265.1	46755118	N/A	N/A	
GCA_030995285.1	46755138	N/A	N/A	
GCA_030996465.1	46756338	N/A	N/A	
GCA_031786515.1	47779648	N/A	N/A	
GCA_032053265.1	48092918	N/A	N/A	
GCA_032055125.1	48094798	N/A	N/A	
GCA_032056765.1	48096698	N/A	N/A	
GCA_032058825.1	48098788	N/A	N/A	
GCA_032060805.1	48100778	N/A	N/A	
GCA_032062925.1	48102968	N/A	N/A	
GCA_032065725.1	48105878	N/A	N/A	
GCA_032068665.1	48108718	N/A	N/A	
GCA_032071325.1	48111298	N/A	N/A	
GCA_032878995.1	49145008	N/A	N/A	
GCA_033100195.1	49423068	N/A	N/A	
GCA_033970745.1	50467798	N/A	N/A	
GCA_033970845.1	50467898	N/A	N/A	
GCA_033971045.1	50468098	N/A	N/A	
GCA_900143735.1	6733698	N/A	N/A	
GCA_902141745.2	15869568	N/A	N/A	
GCA_904863165.1	22885808	N/A	N/A	
GCA_904866245.1	22891818	N/A	N/A	
GCA_904866385.1	22892178	N/A	N/A	
GCA_947000415.1	37461848	N/A	N/A	
GCA_963575565.1	49416648	N/A	N/A	
GCA_963575585.1	49416688	N/A	N/A	
GCA_963666775.1	50292518	N/A	N/A	
GCA_963676715.1	50252758	N/A	N/A	
GCA_000005845.2	854978	GCF_000005845.2	854998	
GCA_000007445.1	8248	GCF_000007445.1	29028	
GCA_000008865.2	6654998	GCF_000008865.2	7535268	
GCA_000009565.2	238888	GCF_000009565.1	380458	
GCA_000010245.1	11048	GCF_000010245.2	404928	
GCA_000010385.1	11188	GCF_000010385.1	31888	
GCA_000010485.1	11288	GCF_000010485.1	380618	
GCA_000010745.1	11548	GCF_000010745.1	104028	
GCA_000010765.1	11568	GCF_000010765.1	104088	
GCA_000013265.1	14068	GCF_000013265.1	34368	
GCA_000013305.1	14108	GCF_000013305.1	34408	
GCA_000014845.1	15648	GCF_000014845.1	35948	
GCA_000017745.1	18548	GCF_000017745.1	38848	
GCA_000017765.1	18568	GCF_000017765.1	38868	
GCA_000017985.1	18788	GCF_000017985.1	39088	
GCA_000019385.1	20188	GCF_000019385.1	40428	
GCA_000019425.1	20228	GCF_000019425.1	40468	
GCA_000019645.1	20448	GCF_000019645.1	40688	
GCA_000021125.1	21928	GCF_000021125.1	42148	
GCA_000022225.1	23028	GCF_000022225.1	43188	
GCA_000022345.1	23148	GCF_000022345.1	43288	
GCA_000022665.2	170118	GCF_000022665.1	380598	
GCA_000023365.1	24168	GCF_000023365.1	377418	
GCA_000023665.1	24468	GCF_000023665.1	44328	
GCA_000025165.1	25968	GCF_000025165.1	110028	
GCA_000025745.1	26548	GCF_000025745.1	377558	
GCA_000026245.1	27048	GCF_000026245.1	45208	
GCA_000026265.1	27068	GCF_000026265.1	45228	
GCA_000026285.2	4967418	GCF_000026285.1	45248	
GCA_000026345.1	27148	GCF_000026345.1	45308	
GCA_000026545.1	27348	GCF_000026545.1	45468	
GCA_000027125.1	27928	GCF_000027125.1	379828	
GCA_000091005.1	111638	GCF_000091005.1	274238	
GCA_000148365.1	171148	GCF_000148365.1	377578	
GCA_000148605.1	171538	GCF_000148605.1	377438	
GCA_000167875.2	12909808	GCF_000167875.2	17945888	
GCA_000183345.1	232888	GCF_000183345.1	379848	
GCA_000184185.1	237488	GCF_000184185.1	377458	
GCA_000210475.1	273038	GCF_000210475.1	379808	
GCA_000212715.2	516798	GCF_000212715.2	516818	
GCA_000219515.3	1814698	GCF_000219515.2	1829658	
GCA_000220005.2	313608	GCF_000220005.1	471608	
GCA_000227625.1	306448	GCF_000227625.1	377498	
GCA_000233875.1	313628	GCF_000233875.1	377518	
GCA_000233895.1	313648	GCF_000233895.1	377538	
GCA_000245515.1	351778	GCF_000245515.1	379608	
GCA_000257275.1	367398	GCF_000257275.1	378418	
GCA_000258025.1	368228	GCF_000258025.1	378558	
GCA_000258145.1	368318	GCF_000258145.1	378358	
GCA_000262125.1	443558	GCF_000262125.1	443578	
GCA_000269645.2	516638	GCF_000269645.1	563298	
GCA_000270105.1	389078	GCF_000270105.1	392138	
GCA_000273425.1	392518	GCF_000273425.1	547058	
GCA_000284495.1	408478	GCF_000284495.1	408498	
GCA_000285655.3	1715898	GCF_000285655.3	1720358	
GCA_000299255.1	427128	GCF_000299255.1	452038	
GCA_000299455.1	427558	GCF_000299455.1	428948	
GCA_000299475.1	427578	GCF_000299475.1	428888	
GCA_000332755.1	526878	GCF_000332755.1	528898	
GCA_000350185.1	566178	GCF_000350185.1	566198	
GCA_000464955.2	5148618	GCF_000464955.2	5184908	
GCA_000468515.1	783338	GCF_000468515.1	787448	
GCA_000493595.1	850388	GCF_000493595.2	1854838	
GCA_000493755.1	850618	GCF_000493755.1	854228	
GCA_000499485.1	862098	GCF_000499485.1	1491478	
GCA_000520035.1	893088	GCF_000520035.1	1495618	
GCA_000520055.1	893108	GCF_000520055.1	1495418	
GCA_000597845.1	972258	GCF_000597845.1	1523868	
GCA_000599625.1	974368	GCF_000599625.1	1495718	
GCA_000599645.1	974388	GCF_000599645.1	1495758	
GCA_000599665.1	974408	GCF_000599665.1	1495058	
GCA_000599685.1	974428	GCF_000599685.1	1495298	
GCA_000599705.1	974448	GCF_000599705.1	1495038	
GCA_000618005.3	18840978	GCF_000618005.3	28429198	
GCA_000618905.3	18840368	GCF_000618905.3	28429718	
GCA_000662395.1	1039318	GCF_000662395.1	1495818	
GCA_000671295.1	1048278	GCF_000671295.1	1495558	
GCA_000714595.1	1153248	GCF_000714595.1	1495658	
GCA_000725265.1	1169238	GCF_000725265.1	1575898	
GCA_000725305.1	1169278	GCF_000725305.1	1494998	
GCA_000730345.1	1174718	GCF_000730345.1	1503498	
GCA_000732965.1	1177868	GCF_000732965.1	1495468	
GCA_000743255.1	1191458	GCF_000743255.1	1495278	
GCA_000750555.1	1198568	GCF_000750555.1	1495078	
GCA_000784925.1	1386028	GCF_000784925.1	1494838	
GCA_000800215.1	1419148	GCF_000800215.1	1495838	
GCA_000800765.1	1420238	GCF_000800765.1	1489608	
GCA_000800845.2	2384008	GCF_000800845.1	2850918	
GCA_000801165.1	1420668	GCF_000801165.1	1490268	
GCA_000801185.2	1820168	GCF_000801185.2	1864178	
GCA_000801205.1	1420708	GCF_000801205.1	1490188	
GCA_000803705.1	1423388	GCF_000803705.1	1490448	
GCA_000813165.1	1461668	GCF_000813165.1	1489688	
GCA_000814145.2	1651168	GCF_000814145.2	1671108	
GCA_000819645.1	1478848	GCF_000819645.1	1661888	
GCA_000827105.1	1490518	GCF_000827105.1	1500918	
GCA_000829985.1	1506658	GCF_000829985.1	1508428	
GCA_000830035.1	1506708	GCF_000830035.1	1508608	
GCA_000831565.1	1509618	GCF_000831565.1	1515578	
GCA_000833145.1	1514448	GCF_000833145.1	1525388	
GCA_000833635.2	4228018	GCF_000833635.2	4242748	
GCA_000931565.1	1636548	GCF_000931565.1	1659258	
GCA_000952955.1	1684058	GCF_000952955.1	1694138	
GCA_000953515.1	1684578	GCF_000953515.1	1694158	
GCA_000967155.1	1715868	GCF_000967155.2	2721778	
GCA_000968515.1	1720138	GCF_000968515.1	1722358	
GCA_000971615.1	1726358	GCF_000971615.1	1727878	
GCA_000974405.1	1730148	GCF_000974405.1	1736458	
GCA_000974465.1	1730198	GCF_000974465.1	1736478	
GCA_000974505.1	1730238	GCF_000974505.1	1736718	
GCA_000974535.1	1730278	GCF_000974535.1	1736378	
GCA_000974575.1	1730308	GCF_000974575.1	1736738	
GCA_000974825.1	1730768	GCF_000974825.1	1736498	
GCA_000974865.1	1730808	GCF_000974865.1	1736758	
GCA_000974885.1	1730828	GCF_000974885.1	1736398	
GCA_000978815.2	29480688	GCF_000978815.2	29585868	
GCA_000978845.2	29445708	GCF_000978845.2	29575188	
GCA_000981485.1	1741018	GCF_000981485.1	1751698	
GCA_000986765.1	1746538	GCF_000986765.1	1752818	
GCA_000987875.1	1747978	GCF_000987875.1	1752838	
GCA_000988355.1	1749078	GCF_000988355.1	1770338	
GCA_000988385.1	1749118	GCF_000988385.1	1770238	
GCA_000988425.1	1749138	GCF_000988425.1	21809158	
GCA_000988465.1	1749178	GCF_000988465.1	1770358	
GCA_001007915.1	1774958	GCF_001007915.1	1778338	
GCA_001020945.2	2754158	GCF_001020945.2	2849958	
GCA_001021005.2	2559218	GCF_001021005.2	2679808	
GCA_001021595.1	1799838	GCF_001021595.1	1804138	
GCA_001021615.1	1799858	GCF_001021615.1	1804238	
GCA_001021635.2	6959688	GCF_001021635.2	6969428	
GCA_001029125.1	1808968	GCF_001029125.1	1828818	
GCA_001039415.1	1834098	GCF_001039415.1	1849298	
GCA_001043215.1	1849938	GCF_001043215.1	1864038	
GCA_001051135.1	1862658	GCF_001051135.1	2029808	
GCA_001183645.1	2024728	GCF_001183645.1	2213848	
GCA_001183665.1	2024748	GCF_001183665.1	2213888	
GCA_001183685.1	2024768	GCF_001183685.1	2213628	
GCA_001276585.2	3754938	GCF_001276585.2	3821648	
GCA_001280325.1	2311098	GCF_001280325.1	2850318	
GCA_001280345.1	2311118	GCF_001280345.1	2850778	
GCA_001280385.1	2311158	GCF_001280385.1	2850558	
GCA_001280405.1	2311178	GCF_001280405.1	2312718	
GCA_001307215.1	2383088	GCF_001307215.1	2850978	
GCA_001308065.1	2384448	GCF_001308065.1	2390998	
GCA_001308125.1	2384468	GCF_001308125.1	2390938	
GCA_001308165.1	2384528	GCF_001308165.1	2390978	
GCA_001420935.1	2559688	GCF_001420935.1	2845618	
GCA_001420955.1	2559708	GCF_001420955.1	2846118	
GCA_001442495.1	2654228	GCF_001442495.1	2683798	
GCA_001455385.1	2701608	GCF_001455385.1	2709468	
GCA_001469815.1	2727248	GCF_001469815.1	2849998	
GCA_001485455.1	2755118	GCF_001485455.1	2850378	
GCA_001513615.1	2787038	GCF_001513615.1	2793298	
GCA_001513635.1	2787058	GCF_001513635.1	2791958	
GCA_001513655.1	2787078	GCF_001513655.1	14364078	
GCA_001515725.1	2790278	GCF_001515725.1	2799998	
GCA_001542675.2	2886358	GCF_001542675.2	2895958	
GCA_001544635.1	2855808	GCF_001544635.1	2861598	
GCA_001558995.2	3269708	GCF_001558995.2	3271888	
GCA_001559615.2	3328138	GCF_001559615.2	3329648	
GCA_001559635.1	2875088	GCF_001559635.1	2877178	
GCA_001559655.1	2875108	GCF_001559655.1	2877438	
GCA_001559675.1	2875148	GCF_001559675.1	2877398	
GCA_001566335.1	2886298	GCF_001566335.1	2896438	
GCA_001566615.1	2886718	GCF_001566615.1	2896578	
GCA_001566635.1	2886738	GCF_001566635.1	2896238	
GCA_001566655.1	2886758	GCF_001566655.1	3310258	
GCA_001566675.1	2886778	GCF_001566675.1	2895638	
GCA_001577325.1	2907958	GCF_001577325.1	2918718	
GCA_001593565.1	3112388	GCF_001593565.1	3129058	
GCA_001610755.1	3159918	GCF_001610755.1	3177978	
GCA_001612475.1	3170718	GCF_001612475.1	3179058	
GCA_001612495.1	3170738	GCF_001612495.1	3179038	
GCA_001617565.1	3183188	GCF_001617565.1	3186328	
GCA_001618325.1	3187648	GCF_001618325.1	3188288	
GCA_001618345.2	3346388	GCF_001618345.2	3350348	
GCA_001618365.1	3187688	GCF_001618365.1	3188268	
GCA_001644725.1	3242888	GCF_001644725.1	3244698	
GCA_001644745.1	3242908	GCF_001644745.1	3244358	
GCA_001645235.2	5602118	GCF_001645235.2	8552218	
GCA_001650275.1	3269798	GCF_001650275.1	3274208	
GCA_001650295.1	3269818	GCF_001650295.1	3274228	
GCA_001651925.2	4920868	GCF_001651925.2	4933928	
GCA_001651945.2	5848258	GCF_001651945.2	5877398	
GCA_001651965.2	4912178	GCF_001651965.2	4917568	
GCA_001660565.1	3289808	GCF_001660565.1	3294348	
GCA_001660585.1	3289828	GCF_001660585.1	3294408	
GCA_001663075.1	3298978	GCF_001663075.1	3326318	
GCA_001663475.1	3299718	GCF_001663475.1	3315768	
GCA_001675145.1	3319298	GCF_001675145.1	3322148	
GCA_001677475.2	26103418	GCF_001677475.2	26174128	
GCA_001677495.1	3327438	GCF_001677495.1	3329768	
GCA_001677515.1	3327458	GCF_001677515.1	3329668	
GCA_001678925.1	3330348	GCF_001678925.1	3332018	
GCA_001678965.1	3330388	GCF_001678965.1	3332128	
GCA_001679985.1	3332208	GCF_001679985.1	3333628	
GCA_001682305.2	4335488	GCF_001682305.2	4339768	
GCA_001683435.1	3340218	GCF_001683435.1	3341438	
GCA_001693315.1	3359398	GCF_001693315.1	3362788	
GCA_001693635.1	3360648	GCF_001693635.1	3364438	
GCA_001695515.1	3362808	GCF_001695515.1	3365538	
GCA_001721125.1	3436228	GCF_001721125.1	3456718	
GCA_001721205.1	3436308	GCF_001721205.1	3439268	
GCA_001721225.1	3436328	GCF_001721225.1	3439208	
GCA_001721525.1	3437748	GCF_001721525.1	3440228	
GCA_001723505.1	3441858	GCF_001723505.1	3445198	
GCA_001735705.1	3457128	GCF_001735705.1	3464328	
GCA_001750845.1	3480078	GCF_001750845.1	3481588	
GCA_001753445.1	3497208	GCF_001753445.1	3498278	
GCA_001753465.1	3497228	GCF_001753465.1	3498198	
GCA_001753485.1	3497248	GCF_001753485.1	3498318	
GCA_001753505.1	3497268	GCF_001753505.1	3498378	
GCA_001753525.1	3497288	GCF_001753525.1	3498218	
GCA_001753545.1	3497308	GCF_001753545.1	3498298	
GCA_001753565.1	3497328	GCF_001753565.1	3498258	
GCA_001806265.1	3562738	GCF_001806265.1	3613268	
GCA_001806285.1	3562758	GCF_001806285.1	3613948	
GCA_001860505.1	3675118	GCF_001860505.1	3682148	
GCA_001865295.1	3682338	GCF_001865295.1	3689408	
GCA_001874485.1	3719658	GCF_001874485.1	6022428	
GCA_001886535.1	3745058	GCF_001886535.1	3766808	
GCA_001886555.1	3745078	GCF_001886555.1	3766468	
GCA_001886575.1	3745098	GCF_001886575.1	3766728	
GCA_001886755.1	3745278	GCF_001886755.1	3766488	
GCA_001886895.1	3745418	GCF_001886895.1	6593068	
GCA_001886935.1	3745458	GCF_001886935.1	3766868	
GCA_001888075.1	3746868	GCF_001888075.1	3813408	
GCA_001890205.1	3768498	GCF_001890205.1	3832868	
GCA_001890225.1	3768518	GCF_001890225.1	3833528	
GCA_001890245.1	3768538	GCF_001890245.1	3832968	
GCA_001890265.1	3768558	GCF_001890265.1	3833088	
GCA_001890285.2	22522618	GCF_001890285.2	26493428	
GCA_001890305.1	3768598	GCF_001890305.1	3833108	
GCA_001890325.1	3768618	GCF_001890325.1	3833468	
GCA_001890345.1	3768638	GCF_001890345.1	3832708	
GCA_001890365.1	3768658	GCF_001890365.1	3833008	
GCA_001900295.1	3785588	GCF_001900295.1	3845738	
GCA_001900315.1	3785608	GCF_001900315.1	3845538	
GCA_001900335.1	3785628	GCF_001900335.1	3845858	
GCA_001900355.1	3785648	GCF_001900355.1	3846458	
GCA_001900375.1	3785668	GCF_001900375.1	3845618	
GCA_001900395.1	3785688	GCF_001900395.1	3902858	
GCA_001900415.1	3785708	GCF_001900415.1	3847418	
GCA_001900435.1	3785728	GCF_001900435.1	3845578	
GCA_001900455.1	3785748	GCF_001900455.1	3845778	
GCA_001900475.1	3785768	GCF_001900475.1	3845718	
GCA_001900495.1	3785788	GCF_001900495.1	3846678	
GCA_001900515.1	3785808	GCF_001900515.1	3847078	
GCA_001900535.1	3785828	GCF_001900535.1	3847258	
GCA_001900555.1	3785848	GCF_001900555.1	3847518	
GCA_001900575.1	3785868	GCF_001900575.1	3846758	
GCA_001900595.1	3785888	GCF_001900595.1	3846958	
GCA_001900615.1	3785908	GCF_001900615.1	3847898	
GCA_001900635.1	3785928	GCF_001900635.1	3848018	
GCA_001900655.1	3785948	GCF_001900655.1	3846018	
GCA_001900675.1	3785968	GCF_001900675.1	3846798	
GCA_001900695.1	3785988	GCF_001900695.1	3847118	
GCA_001900715.1	3786008	GCF_001900715.1	3865638	
GCA_001900735.1	3786028	GCF_001900735.1	3846618	
GCA_001900775.1	3786128	GCF_001900775.1	3847938	
GCA_001900795.1	3786228	GCF_001900795.1	3846838	
GCA_001900815.1	3786268	GCF_001900815.1	3847158	
GCA_001900835.1	3786288	GCF_001900835.1	3847458	
GCA_001900885.1	3786358	GCF_001900885.1	3846718	
GCA_001900905.1	3786378	GCF_001900905.1	3846658	
GCA_001900925.1	3786398	GCF_001900925.1	3846898	
GCA_001900945.1	3786418	GCF_001900945.1	3847538	
GCA_001900965.1	3786438	GCF_001900965.1	3847218	
GCA_001900985.1	3786458	GCF_001900985.1	3847438	
GCA_001901005.1	3786478	GCF_001901005.1	3847378	
GCA_001901025.1	3786498	GCF_001901025.1	3847238	
GCA_001901045.1	3786518	GCF_001901045.1	3847578	
GCA_001901065.1	3786538	GCF_001901065.1	3848158	
GCA_001901085.1	3786558	GCF_001901085.1	3847598	
GCA_001901105.1	3786578	GCF_001901105.1	3847398	
GCA_001901125.1	3786598	GCF_001901125.1	3848838	
GCA_001901145.1	3786618	GCF_001901145.1	3847838	
GCA_001901165.1	3786638	GCF_001901165.1	3847098	
GCA_001901185.1	3786658	GCF_001901185.1	3847358	
GCA_001901215.1	3786718	GCF_001901215.1	3847278	
GCA_001901315.1	3786778	GCF_001901315.1	3847338	
GCA_001901365.1	3786858	GCF_001901365.1	3848298	
GCA_001901405.1	3786898	GCF_001901405.1	3849918	
GCA_001901425.1	3786918	GCF_001901425.1	3847178	
GCA_001901445.1	3786938	GCF_001901445.1	3866098	
GCA_001901465.1	3786958	GCF_001901465.1	3847658	
GCA_001932515.1	3935908	GCF_001932515.1	3950808	
GCA_001936315.1	3943048	GCF_001936315.1	3953078	
GCA_001969285.4	13349698	GCF_001969285.3	13398578	
GCA_001971765.1	4013848	GCF_001971765.1	24728568	
GCA_001999185.1	4128398	GCF_001999185.1	4140298	
GCA_002007705.1	4161968	GCF_002007705.1	4164108	
GCA_002009315.1	4164488	GCF_002009315.1	4167528	
GCA_002011945.1	4167738	GCF_002011945.1	4176648	
GCA_002011965.1	4167758	GCF_002011965.1	4177568	
GCA_002011985.1	4167778	GCF_002011985.1	4175468	
GCA_002012005.1	4167798	GCF_002012005.1	4178308	
GCA_002012025.1	4167818	GCF_002012025.1	4176728	
GCA_002012045.1	4167838	GCF_002012045.1	4176788	
GCA_002012065.1	4167858	GCF_002012065.1	4177628	
GCA_002012085.1	4167878	GCF_002012085.1	4175528	
GCA_002012105.1	4167898	GCF_002012105.1	4178408	
GCA_002012125.1	4167918	GCF_002012125.1	4176868	
GCA_002012145.1	4167948	GCF_002012145.1	4178488	
GCA_002012165.1	4167968	GCF_002012165.1	4178548	
GCA_002012185.1	4167988	GCF_002012185.1	4176948	
GCA_002012205.1	4168008	GCF_002012205.1	4177688	
GCA_002012225.1	4168038	GCF_002012225.1	4177008	
GCA_002012245.1	4168058	GCF_002012245.1	4177748	
GCA_002012265.1	4168078	GCF_002012265.1	4175588	
GCA_002012305.1	4168118	GCF_002012305.1	4178588	
GCA_002024865.1	4192998	GCF_002024865.1	4196138	
GCA_002055605.1	4267798	GCF_002055605.1	4296848	
GCA_002055635.1	4267848	GCF_002055635.1	4296908	
GCA_002056065.1	4268268	GCF_002056065.1	4296828	
GCA_002056145.1	4268418	GCF_002056145.1	4296948	
GCA_002056635.1	4268818	GCF_002056635.1	4296968	
GCA_002057245.1	4269418	GCF_002057245.1	4296988	
GCA_002057355.1	4269518	GCF_002057355.1	4297008	
GCA_002058765.1	4270768	GCF_002058765.1	4297028	
GCA_002077195.1	4336988	GCF_002077195.1	4340128	
GCA_002078275.1	4338288	GCF_002078275.1	4340648	
GCA_002078295.1	4338308	GCF_002078295.1	4340368	
GCA_002079225.1	4341148	GCF_002079225.1	4345448	
GCA_002090355.1	4366018	GCF_002090355.1	4378088	
GCA_002105735.1	4407178	GCF_002105735.1	4413798	
GCA_002116715.2	7594038	GCF_002116715.2	8464278	
GCA_002118095.1	4442868	GCF_002118095.1	4456198	
GCA_002142675.1	4479668	GCF_002142675.1	4517188	
GCA_002142695.1	4479688	GCF_002142695.1	4517348	
GCA_002142715.1	4479708	GCF_002142715.1	4517288	
GCA_002156825.1	4513478	GCF_002156825.1	4529758	
GCA_002156845.1	4513498	GCF_002156845.1	4529778	
